F2 | F2-PC-05 | HEARTBEAT OK
F3 | F3-FILE-03 | DEVICE IDLE
F1 | F1-CAM-04 | SESSION ACTIVE
F3 | F3-CLOUD | FILE READ
F4 | F4-SW-02 | FILE READ
F1 | F1-CAM-03 | SYNC OK
F1 | F1-CAM-03 | ACCESS OK
F1 | F1-RECEPTION-01 | DNS OK
F3 | F3-PC-08 | FILE WRITE
F4 | F4-CLOUD-01 | DEVICE IDLE
F3 | F3-FILE-02 | AUTH OK user=dev
F2 | F2-PC-09 | SYNC OK
F4 | F4-FILE-01 | AUTH FAIL user=guest
F2 | F2-BADGE | SYNC OK
F2 | F2-PC-07 | LOGIN OK user=staff
F2 | F2-BADGE | LINK ACTIVE -> F3-CLOUD
F2 | F2-PC-03 | SYNC OK
F3 | F3-PC-05 | ACCESS OK
F4 | F4-PC-04 | LINK ACTIVE -> F2-PC-03
F5 | F5-FIREWALL | PACKETS RX 167
F2 | F2-PC-10 | HEARTBEAT OK
F2 | F2-PC-03 | SYNC OK
F5 | F5-CORE-SW | SESSION ACTIVE
F4 | F4-PC-02 | SYNC OK
F2 | F2-PRINTER-03 | LINK ACTIVE -> F2-WIFI
F2 | F2-BADGE | FILE READ
F5 | F5-AUDIT | AUTH FAIL user=reception
F3 | F3-PC-02 | FILE WRITE
F1 | F1-RECEPTION-01 | SYNC OK
F5 | F5-CORE-SW | AUTH OK user=reception
F3 | F3-PC-05 | FILE READ
F1 | F1-RECEPTION-01 | LOGIN OK user=dev
F3 | F3-FILE-03 | LOGIN FAIL user=reception
F5 | F5-FINANCE | SESSION ACTIVE
F1 | F1-CAM-02 | LINK ACTIVE -> F1-RECEPTION-02
F4 | F4-PC-01 | FLOW NORMAL -> F2-PC-01
F3 | F3-PC-06 | AUTH FAIL user=guest
F5 | F5-BADGE | HEARTBEAT OK
F4 | F4-CLOUD-01 | AUTH FAIL user=reception
F3 | F3-PC-04 | ACCESS OK
F4 | F4-PC-02 | HEARTBEAT OK
F5 | F5-CORE-SW | PACKETS TX 110
F2 | F2-PRINTER-04 | DNS OK
F4 | F4-CLOUD-01 | HEARTBEAT OK
F5 | F5-DOMAIN | DEVICE IDLE
F2 | F2-PC-01 | AUTH FAIL user=dev
F2 | F2-PC-01 | ACCESS OK
F3 | F3-FILE-02 | DEVICE IDLE
F3 | F3-PC-07 | DEVICE IDLE
F4 | F4-DEV-03 | LOGIN FAIL user=staff
F4 | F4-PC-06 | DEVICE IDLE
F3 | F3-SWITCH | FILE READ
F2 | F2-PC-05 | SESSION ACTIVE
F4 | F4-CLOUD-01 | FILE WRITE
F5 | F5-HR | AUTH OK user=staff
F4 | F4-SW-01 | LOGIN OK user=guest
F5 | F5-APP | FILE WRITE
F2 | F2-PC-09 | FILE WRITE
F3 | F3-PC-04 | DEVICE IDLE
F4 | F4-DEV-01 | AUTH FAIL user=staff
F4 | F4-DEV-01 | FILE READ
F4 | F4-SW-01 | SYNC OK
F1 | F1-BADGE | DEVICE IDLE
F4 | F4-PC-02 | LOGIN FAIL user=staff
F4 | F4-CLOUD-01 | AUTH FAIL user=staff
F5 | F5-FIREWALL | LOGIN FAIL user=admin
F1 | F1-CAM-02 | SESSION ACTIVE
F2 | F2-PC-08 | DNS OK
F3 | F3-PC-10 | FILE READ
F1 | F1-WIFI | PACKETS RX 308
F4 | F4-PC-06 | FILE READ
F2 | F2-PRINTER-03 | LOGIN FAIL user=reception
F3 | F3-BADGE | DNS OK
F1 | F1-KIOSK | PACKETS RX 700
F2 | F2-PC-05 | AUTH OK user=reception
F4 | F4-DEV-03 | AUTH FAIL user=admin
F2 | F2-PRINTER-03 | AUTH FAIL user=admin
F2 | F2-PRINTER-04 | PACKETS RX 527
F3 | F3-PC-03 | AUTH FAIL user=dev
F4 | F4-PC-06 | FILE WRITE
F3 | F3-BADGE | FILE WRITE
F3 | F3-PC-07 | LOGIN FAIL user=guest
F3 | F3-PC-06 | FILE READ
F3 | F3-CLOUD | FILE READ
F5 | F5-CORE-SW | FILE READ
F5 | F5-BACKUP | LOGIN FAIL user=guest
F3 | F3-PC-01 | FILE READ
F3 | F3-PC-03 | HEARTBEAT OK
F1 | F1-BADGE | ACCESS OK
F5 | F5-FIREWALL | SYNC OK
F5 | F5-FILE | SYNC OK
F4 | F4-DEV-01 | SYNC OK
F2 | F2-PC-01 | DEVICE IDLE
F2 | F2-PRINTER-04 | FLOW NORMAL -> F2-PC-05
F2 | F2-PRINTER-02 | LOGIN FAIL user=guest
F4 | F4-PC-05 | PACKETS TX 616
F3 | F3-PC-02 | ACCESS OK
F1 | F1-WIFI | LINK ACTIVE -> F3-PC-07
F1 | F1-CAM-03 | FILE READ
F2 | F2-PC-09 | AUTH FAIL user=guest
F5 | F5-FIREWALL | LOGIN OK user=staff
F2 | F2-PC-07 | SESSION ACTIVE
F3 | F3-PC-09 | LOGIN FAIL user=guest
F5 | F5-AUDIT | DNS OK
F1 | F1-RECEPTION-02 | AUTH OK user=dev
F2 | F2-PC-05 | LOGIN OK user=dev
F4 | F4-DEV-01 | LINK ACTIVE -> F5-FINANCE
F3 | F3-PRINTER-02 | LOGIN OK user=dev
F5 | F5-AUDIT | ACCESS OK
F5 | F5-FINANCE | PACKETS RX 599
F4 | F4-SW-02 | LINK ACTIVE -> F3-CLOUD
F2 | F2-PRINTER-01 | FLOW NORMAL -> F2-PC-04
F5 | F5-FILE | AUTH FAIL user=guest
F3 | F3-PC-09 | FILE WRITE
F3 | F3-PRINTER-02 | FILE WRITE
F4 | F4-PC-01 | AUTH FAIL user=dev
F5 | F5-CORE-SW | AUTH FAIL user=guest
F4 | F4-FILE-02 | AUTH OK user=reception
F3 | F3-PC-01 | PACKETS TX 420
F3 | F3-PC-05 | AUTH FAIL user=reception
F2 | F2-WIFI | AUTH FAIL user=staff
F4 | F4-CLOUD-02 | DEVICE IDLE
F4 | F4-PC-01 | LOGIN OK user=staff
F4 | F4-DEV-03 | AUTH FAIL user=reception
F3 | F3-FILE-03 | FILE WRITE
F3 | F3-PC-01 | LOGIN FAIL user=dev
F5 | F5-APP | AUTH OK user=guest
F3 | F3-PC-01 | LINK ACTIVE -> F4-PC-06
F5 | F5-DOMAIN | SESSION ACTIVE
F1 | F1-CAM-03 | AUTH FAIL user=staff
F1 | F1-RECEPTION-01 | LOGIN FAIL user=guest
F4 | F4-FILE-01 | LOGIN FAIL user=admin
F2 | F2-SWITCH | SESSION ACTIVE
F2 | F2-PC-05 | FILE READ
F3 | F3-PC-02 | DNS OK
F4 | F4-DEV-03 | AUTH FAIL user=staff
F2 | F2-BADGE | LOGIN FAIL user=dev
F5 | F5-DOMAIN | PACKETS TX 278
F1 | F1-CAM-01 | LINK ACTIVE -> F3-FILE-03
F1 | F1-CAM-04 | SYNC OK
F5 | F5-BADGE | SESSION ACTIVE
F4 | F4-PC-01 | PACKETS RX 384
F5 | F5-AUDIT | PACKETS TX 519
F3 | F3-PC-02 | PACKETS TX 715
F4 | F4-DEV-03 | SYNC OK
F2 | F2-PC-06 | FLOW NORMAL -> F5-FINANCE
F3 | F3-PC-09 | DNS OK
F2 | F2-PC-10 | FLOW NORMAL -> F3-PRINTER-01
F3 | F3-SWITCH | AUTH FAIL user=reception
F3 | F3-PC-08 | AUTH OK user=dev
F2 | F2-PRINTER-04 | PACKETS TX 575
F1 | F1-WIFI | ACCESS OK
F5 | F5-HR | FILE WRITE
F2 | F2-PRINTER-03 | AUTH FAIL user=staff
F2 | F2-SWITCH | FILE READ
F1 | F1-CAM-01 | AUTH FAIL user=dev
F4 | F4-PC-06 | SYNC OK
F3 | F3-PC-07 | DEVICE IDLE
F3 | F3-PC-07 | AUTH FAIL user=staff
F3 | F3-PC-06 | PACKETS TX 243
F2 | F2-PC-03 | PACKETS TX 402
F3 | F3-PC-01 | LINK ACTIVE -> F3-PC-05
F1 | F1-RECEPTION-01 | LOGIN FAIL user=dev
F4 | F4-DEV-01 | PACKETS TX 797
F1 | F1-CAM-02 | FILE WRITE
F3 | F3-FILE-03 | DEVICE IDLE
F5 | F5-CORE-SW | LOGIN OK user=staff
F3 | F3-PC-09 | LINK ACTIVE -> F2-PRINTER-03
F2 | F2-PC-04 | LOGIN OK user=reception
F2 | F2-SWITCH | PACKETS TX 670
F2 | F2-PC-02 | FILE WRITE
F4 | F4-DEV-01 | AUTH OK user=guest
F3 | F3-BADGE | DNS OK
F5 | F5-BADGE | DNS OK
F4 | F4-FILE-01 | LOGIN OK user=guest
F5 | F5-FINANCE | FLOW NORMAL -> F2-PC-06
F5 | F5-FINANCE | SYNC OK
F3 | F3-FILE-01 | HEARTBEAT OK
F2 | F2-PRINTER-04 | PACKETS RX 139
F2 | F2-PRINTER-02 | SESSION ACTIVE
F3 | F3-PC-08 | AUTH FAIL user=dev
F5 | F5-DOMAIN | SYNC OK
F1 | F1-CAM-04 | FILE WRITE
F3 | F3-PC-05 | SESSION ACTIVE
F3 | F3-PC-04 | FILE WRITE
F3 | F3-CLOUD | PACKETS RX 18
F2 | F2-PC-03 | AUTH FAIL user=admin
F3 | F3-FILE-01 | ACCESS OK
F2 | F2-PRINTER-02 | PACKETS RX 783
F3 | F3-PC-08 | FLOW NORMAL -> F1-BADGE
F2 | F2-PRINTER-01 | ACCESS OK
F3 | F3-PC-05 | DEVICE IDLE
F1 | F1-KIOSK | PACKETS RX 453
F4 | F4-DEV-02 | DEVICE IDLE
F2 | F2-PC-02 | AUTH FAIL user=dev
F4 | F4-FILE-01 | AUTH OK user=admin
F4 | F4-DEV-03 | ACCESS OK
F1 | F1-RECEPTION-01 | PACKETS RX 109
F3 | F3-FILE-03 | LOGIN FAIL user=admin
F2 | F2-SWITCH | AUTH OK user=staff
F4 | F4-CLOUD-02 | LINK ACTIVE -> F3-CLOUD
F3 | F3-FILE-03 | FLOW NORMAL -> F3-FILE-02
F3 | F3-PRINTER-01 | AUTH OK user=dev
F1 | F1-CAM-04 | SESSION ACTIVE
F4 | F4-PC-05 | AUTH OK user=guest
F1 | F1-BADGE | DNS OK
F3 | F3-CLOUD | FILE READ
F3 | F3-CLOUD | ACCESS OK
F2 | F2-PRINTER-04 | SESSION ACTIVE
F1 | F1-CAM-01 | SESSION ACTIVE
F3 | F3-PC-04 | LOGIN FAIL user=reception
F4 | F4-PC-04 | FILE WRITE
F4 | F4-FILE-01 | SESSION ACTIVE
F2 | F2-PRINTER-02 | DEVICE IDLE
F3 | F3-PC-03 | SYNC OK
F5 | F5-CORE-SW | FILE READ
F2 | F2-PC-02 | ACCESS OK
F2 | F2-PC-02 | AUTH OK user=dev
F2 | F2-SWITCH | HEARTBEAT OK
F3 | F3-PC-03 | PACKETS RX 133
F3 | F3-PC-09 | FLOW NORMAL -> F3-FILE-01
F1 | F1-KIOSK | FILE READ
F4 | F4-FILE-01 | SESSION ACTIVE
F5 | F5-BACKUP | DNS OK
F3 | F3-PC-08 | FILE WRITE
F2 | F2-SWITCH | DNS OK
F3 | F3-FILE-02 | SYNC OK
F3 | F3-PC-04 | ACCESS OK
F3 | F3-BADGE | LOGIN FAIL user=admin
F2 | F2-PC-04 | FILE READ
F4 | F4-FILE-02 | ACCESS OK
F1 | F1-CAM-01 | FILE WRITE
F4 | F4-PC-02 | PACKETS RX 183
F3 | F3-PC-10 | SYNC OK
F2 | F2-PRINTER-03 | FILE READ
F2 | F2-PC-08 | PACKETS TX 355
F1 | F1-RECEPTION-02 | LOGIN OK user=admin
F3 | F3-BADGE | PACKETS TX 844
F1 | F1-RECEPTION-02 | DEVICE IDLE
F2 | F2-PRINTER-01 | DEVICE IDLE
F3 | F3-PC-08 | LOGIN FAIL user=guest
F3 | F3-PC-05 | FILE WRITE
F4 | F4-FILE-01 | PACKETS RX 338
F3 | F3-BADGE | PACKETS TX 619
F2 | F2-PC-03 | LOGIN FAIL user=reception
F3 | F3-PRINTER-02 | LINK ACTIVE -> F3-PC-07
F4 | F4-CLOUD-01 | AUTH FAIL user=dev
F5 | F5-AUDIT | DNS OK
F1 | F1-KIOSK | LINK ACTIVE -> F3-SWITCH
F3 | F3-PC-09 | FLOW NORMAL -> F5-BACKUP
F4 | F4-CLOUD-01 | DNS OK
F3 | F3-PC-09 | PACKETS RX 761
F4 | F4-DEV-01 | FILE READ
F5 | F5-AUDIT | FILE WRITE
F4 | F4-FILE-02 | LOGIN OK user=dev
F5 | F5-CORE-SW | ACCESS OK
F4 | F4-CLOUD-01 | HEARTBEAT OK
F4 | F4-DEV-02 | AUTH FAIL user=reception
F1 | F1-RECEPTION-02 | FILE WRITE
F1 | F1-CAM-03 | AUTH OK user=admin
F4 | F4-SW-01 | AUTH OK user=guest
F1 | F1-BADGE | DNS OK
F5 | F5-DOMAIN | ACCESS OK
F4 | F4-SW-02 | AUTH FAIL user=admin
F4 | F4-PC-06 | LOGIN FAIL user=admin
F4 | F4-DEV-03 | FILE WRITE
F3 | F3-PRINTER-01 | HEARTBEAT OK
F3 | F3-SWITCH | AUTH OK user=dev
F5 | F5-APP | FILE WRITE
F1 | F1-RECEPTION-02 | AUTH FAIL user=reception
F5 | F5-FILE | PACKETS RX 271
F2 | F2-PRINTER-04 | DNS OK
F3 | F3-PC-10 | DNS OK
F4 | F4-PC-03 | FILE WRITE
F5 | F5-AUDIT | PACKETS TX 23
F3 | F3-PC-09 | PACKETS TX 781
F1 | F1-RECEPTION-02 | PACKETS TX 804
F4 | F4-DEV-02 | FILE WRITE
F3 | F3-PC-03 | LOGIN FAIL user=admin
F3 | F3-FILE-03 | LINK ACTIVE -> F2-PC-08
F3 | F3-PC-07 | SESSION ACTIVE
F4 | F4-FILE-02 | AUTH OK user=reception
F5 | F5-CORE-SW | SESSION ACTIVE
F3 | F3-PRINTER-02 | LOGIN OK user=guest
F3 | F3-FILE-02 | LINK ACTIVE -> F2-PC-07
F3 | F3-PRINTER-02 | LINK ACTIVE -> F3-PC-04
F5 | F5-CORE-SW | PACKETS TX 896
F5 | F5-FILE | FILE WRITE
F2 | F2-PRINTER-03 | FILE READ
F3 | F3-FILE-02 | AUTH OK user=reception
F3 | F3-PC-05 | PACKETS RX 590
F3 | F3-PC-05 | FILE WRITE
F1 | F1-CAM-03 | FILE READ
F2 | F2-WIFI | PACKETS TX 528
F4 | F4-BADGE | SYNC OK
F1 | F1-RECEPTION-02 | AUTH OK user=guest
F2 | F2-PC-01 | FLOW NORMAL -> F4-SW-01
F4 | F4-PC-04 | PACKETS TX 90
F3 | F3-BADGE | HEARTBEAT OK
F3 | F3-FILE-01 | DEVICE IDLE
F2 | F2-PC-09 | LOGIN FAIL user=reception
F4 | F4-BADGE | FILE READ
F5 | F5-BADGE | LINK ACTIVE -> F3-PC-01
F4 | F4-PC-05 | PACKETS TX 428
F2 | F2-PC-09 | LINK ACTIVE -> F2-SWITCH
F4 | F4-FILE-01 | DNS OK
F3 | F3-PC-06 | PACKETS RX 700
F3 | F3-PC-10 | DNS OK
F3 | F3-PC-07 | FILE READ
F5 | F5-BACKUP | FILE READ
F3 | F3-PC-05 | SYNC OK
F2 | F2-PC-04 | AUTH OK user=staff
F2 | F2-WIFI | SYNC OK
F4 | F4-PC-03 | LOGIN OK user=reception
F2 | F2-PC-02 | LOGIN FAIL user=guest
F4 | F4-SW-02 | SYNC OK
F2 | F2-PC-06 | LOGIN OK user=admin
F3 | F3-PC-09 | DEVICE IDLE
F4 | F4-CLOUD-02 | LOGIN OK user=reception
F2 | F2-PRINTER-03 | FILE WRITE
F2 | F2-PC-08 | FILE READ
F3 | F3-PC-05 | FILE READ
F4 | F4-SW-01 | PACKETS TX 717
F1 | F1-CAM-02 | LOGIN FAIL user=reception
F3 | F3-PC-07 | LOGIN FAIL user=admin
F3 | F3-PC-08 | PACKETS RX 669
F3 | F3-PC-04 | PACKETS RX 863
F5 | F5-APP | PACKETS TX 145
F4 | F4-PC-01 | DNS OK
F4 | F4-SW-02 | LOGIN OK user=admin
F1 | F1-BADGE | SYNC OK
F5 | F5-BADGE | FILE READ
F4 | F4-CLOUD-02 | FILE WRITE
F5 | F5-BADGE | PACKETS RX 29
F3 | F3-PC-07 | FLOW NORMAL -> F1-RECEPTION-02
F5 | F5-FINANCE | FILE WRITE
F4 | F4-CLOUD-02 | DEVICE IDLE
F2 | F2-PC-01 | PACKETS RX 615
F4 | F4-SW-01 | DEVICE IDLE
F2 | F2-WIFI | PACKETS RX 94
F2 | F2-BADGE | PACKETS TX 776
F5 | F5-BADGE | DNS OK
F3 | F3-BADGE | LINK ACTIVE -> F1-CAM-04
F1 | F1-CAM-01 | LINK ACTIVE -> F3-PC-09
F1 | F1-CAM-01 | FILE WRITE
F4 | F4-PC-03 | FILE READ
F4 | F4-PC-01 | FLOW NORMAL -> F3-PC-04
F3 | F3-FILE-01 | ACCESS OK
F3 | F3-SWITCH | SYNC OK
F5 | F5-DOMAIN | PACKETS TX 674
F4 | F4-FILE-01 | DEVICE IDLE
F3 | F3-PC-05 | PACKETS TX 188
F2 | F2-WIFI | FLOW NORMAL -> F4-DEV-02
F4 | F4-FILE-02 | LINK ACTIVE -> F1-RECEPTION-01
F1 | F1-CAM-01 | ACCESS OK
F4 | F4-CLOUD-02 | HEARTBEAT OK
F2 | F2-PC-01 | AUTH OK user=guest
F3 | F3-PC-05 | PACKETS RX 602
F4 | F4-PC-02 | FILE WRITE
F2 | F2-BADGE | AUTH OK user=dev
F5 | F5-APP | FILE READ
F3 | F3-CLOUD | AUTH OK user=guest
F2 | F2-PC-04 | PACKETS TX 518
F3 | F3-PC-01 | LOGIN OK user=admin
F4 | F4-DEV-01 | FILE WRITE
F2 | F2-BADGE | PACKETS RX 751
F3 | F3-FILE-03 | LOGIN FAIL user=reception
F4 | F4-FILE-01 | AUTH OK user=dev
F4 | F4-DEV-02 | LOGIN FAIL user=guest
F3 | F3-PC-09 | LOGIN OK user=dev
F4 | F4-DEV-02 | FILE READ
F4 | F4-PC-05 | FLOW NORMAL -> F1-RECEPTION-02
F4 | F4-PC-03 | FLOW NORMAL -> F4-PC-03
F4 | F4-DEV-01 | PACKETS TX 618
F4 | F4-PC-03 | HEARTBEAT OK
F5 | F5-DOMAIN | AUTH OK user=admin
F2 | F2-PRINTER-02 | SYNC OK
F3 | F3-PC-03 | HEARTBEAT OK
F2 | F2-PRINTER-04 | SESSION ACTIVE
F5 | F5-HR | FILE WRITE
F3 | F3-PC-10 | HEARTBEAT OK
F3 | F3-CLOUD | ACCESS OK
F5 | F5-FINANCE | SYNC OK
F5 | F5-CORE-SW | FILE WRITE
F2 | F2-PRINTER-03 | FLOW NORMAL -> F1-WIFI
F3 | F3-PC-06 | LINK ACTIVE -> F4-PC-01
F1 | F1-WIFI | DNS OK
F2 | F2-PC-02 | FILE READ
F4 | F4-PC-04 | LINK ACTIVE -> F3-FILE-03
F5 | F5-FILE | PACKETS RX 465
F3 | F3-PC-05 | DNS OK
F2 | F2-PC-02 | ACCESS OK
F4 | F4-CLOUD-01 | PACKETS TX 175
F3 | F3-PC-07 | LOGIN OK user=admin
F3 | F3-FILE-02 | FLOW NORMAL -> F1-KIOSK
F2 | F2-SWITCH | PACKETS TX 624
F3 | F3-PC-07 | PACKETS RX 109
F1 | F1-RECEPTION-02 | SESSION ACTIVE
F3 | F3-PC-02 | LOGIN FAIL user=staff
F4 | F4-PC-01 | AUTH OK user=dev
F4 | F4-DEV-02 | FILE WRITE
F3 | F3-FILE-03 | LOGIN FAIL user=reception
F3 | F3-FILE-02 | AUTH FAIL user=staff
F2 | F2-PC-02 | DNS OK
F4 | F4-PC-02 | AUTH OK user=dev
F2 | F2-SWITCH | HEARTBEAT OK
F2 | F2-PC-09 | DEVICE IDLE
F5 | F5-BACKUP | DEVICE IDLE
F2 | F2-WIFI | ACCESS OK
F4 | F4-DEV-03 | PACKETS TX 551
F2 | F2-PC-01 | DEVICE IDLE
F3 | F3-BADGE | DEVICE IDLE
F2 | F2-PRINTER-02 | AUTH FAIL user=reception
F3 | F3-PRINTER-01 | PACKETS TX 641
F1 | F1-CAM-04 | PACKETS RX 726
F2 | F2-BADGE | SESSION ACTIVE
F4 | F4-PC-04 | PACKETS TX 373
F5 | F5-AUDIT | AUTH FAIL user=reception
F4 | F4-CLOUD-01 | DEVICE IDLE
F2 | F2-PRINTER-03 | DNS OK
F5 | F5-CORE-SW | DNS OK
F2 | F2-PC-03 | SYNC OK
F3 | F3-FILE-03 | AUTH OK user=dev
F1 | F1-CAM-02 | LINK ACTIVE -> F2-WIFI
F5 | F5-CORE-SW | AUTH OK user=admin
F4 | F4-PC-05 | DNS OK
F3 | F3-PC-07 | FLOW NORMAL -> F2-PRINTER-03
F3 | F3-FILE-03 | SESSION ACTIVE
F2 | F2-PC-04 | DEVICE IDLE
F4 | F4-CLOUD-02 | SYNC OK
F1 | F1-CAM-03 | AUTH FAIL user=staff
F1 | F1-WIFI | PACKETS TX 162
F5 | F5-BADGE | DNS OK
F3 | F3-FILE-01 | AUTH OK user=guest
F3 | F3-FILE-01 | FILE READ
F2 | F2-PC-02 | DNS OK
F3 | F3-PC-05 | AUTH OK user=admin
F4 | F4-PC-01 | DEVICE IDLE
F2 | F2-WIFI | LINK ACTIVE -> F1-WIFI
F3 | F3-PRINTER-01 | SYNC OK
F1 | F1-CAM-01 | DNS OK
F1 | F1-CAM-04 | PACKETS RX 307
F1 | F1-RECEPTION-01 | LOGIN OK user=reception
F5 | F5-CORE-SW | AUTH OK user=guest
F1 | F1-CAM-03 | FILE WRITE
F4 | F4-PC-02 | PACKETS RX 683
F3 | F3-CLOUD | PACKETS TX 471
F4 | F4-DEV-02 | FILE WRITE
F3 | F3-PC-04 | PACKETS RX 337
F3 | F3-FILE-02 | AUTH FAIL user=dev
F2 | F2-PRINTER-04 | AUTH FAIL user=staff
F4 | F4-DEV-02 | ACCESS OK
F3 | F3-SWITCH | FLOW NORMAL -> F1-CAM-04
F4 | F4-DEV-03 | PACKETS RX 704
F2 | F2-PC-01 | AUTH FAIL user=guest
F4 | F4-DEV-03 | AUTH FAIL user=reception
F4 | F4-PC-04 | AUTH OK user=guest
F1 | F1-CAM-04 | FLOW NORMAL -> F2-PRINTER-01
F3 | F3-PC-06 | FLOW NORMAL -> F2-PC-06
F4 | F4-DEV-01 | FLOW NORMAL -> F4-DEV-03
F5 | F5-APP | FLOW NORMAL -> F2-PC-10
F2 | F2-PC-01 | LOGIN FAIL user=admin
F4 | F4-DEV-01 | SESSION ACTIVE
F4 | F4-PC-04 | FILE READ
F2 | F2-PC-09 | HEARTBEAT OK
F5 | F5-DOMAIN | DNS OK
F3 | F3-PC-08 | LOGIN FAIL user=dev
F2 | F2-PC-02 | HEARTBEAT OK
F1 | F1-RECEPTION-01 | DEVICE IDLE
F3 | F3-PC-03 | FLOW NORMAL -> F4-PC-01
F5 | F5-HR | FLOW NORMAL -> F2-PC-07
F4 | F4-CLOUD-01 | LINK ACTIVE -> F2-WIFI
F2 | F2-PRINTER-01 | FLOW NORMAL -> F1-BADGE
F1 | F1-CAM-02 | LOGIN OK user=admin
F3 | F3-SWITCH | LOGIN FAIL user=staff
F3 | F3-PC-06 | DNS OK
F4 | F4-CLOUD-02 | AUTH FAIL user=staff
F4 | F4-BADGE | AUTH OK user=admin
F3 | F3-PRINTER-02 | SESSION ACTIVE
F1 | F1-CAM-02 | PACKETS TX 697
F5 | F5-BACKUP | HEARTBEAT OK
F2 | F2-PC-09 | FILE READ
F1 | F1-RECEPTION-02 | FILE READ
F1 | F1-CAM-02 | PACKETS RX 569
F1 | F1-BADGE | SESSION ACTIVE
F2 | F2-PRINTER-04 | ACCESS OK
F1 | F1-RECEPTION-01 | FILE WRITE
F4 | F4-PC-01 | PACKETS RX 492
F3 | F3-PC-07 | LOGIN OK user=reception
F3 | F3-SWITCH | LINK ACTIVE -> F1-RECEPTION-02
F3 | F3-PC-06 | AUTH OK user=dev
F5 | F5-APP | PACKETS TX 450
F4 | F4-PC-06 | ACCESS OK
F3 | F3-BADGE | LINK ACTIVE -> F2-PC-03
F4 | F4-PC-05 | PACKETS TX 646
F4 | F4-PC-01 | FILE WRITE
F2 | F2-PC-08 | SYNC OK
F5 | F5-BACKUP | LOGIN FAIL user=dev
F5 | F5-BACKUP | LOGIN OK user=reception
F4 | F4-BADGE | FILE WRITE
F3 | F3-PC-04 | AUTH OK user=staff
F4 | F4-PC-05 | LINK ACTIVE -> F4-DEV-03
F2 | F2-PC-07 | FLOW NORMAL -> F1-RECEPTION-02
F2 | F2-PC-02 | AUTH FAIL user=staff
F4 | F4-PC-04 | HEARTBEAT OK
F3 | F3-PC-09 | LOGIN FAIL user=dev
F3 | F3-PC-09 | LOGIN OK user=guest
F1 | F1-RECEPTION-01 | DNS OK
F5 | F5-BACKUP | HEARTBEAT OK
F3 | F3-BADGE | PACKETS TX 128
F3 | F3-PC-06 | PACKETS TX 751
F3 | F3-PC-05 | SESSION ACTIVE
F3 | F3-FILE-01 | PACKETS RX 79
F2 | F2-PC-06 | ACCESS OK
F4 | F4-CLOUD-01 | LINK ACTIVE -> F4-PC-02
F3 | F3-PC-03 | PACKETS RX 455
F2 | F2-PC-07 | SYNC OK
F4 | F4-PC-01 | AUTH OK user=reception
F5 | F5-BADGE | DNS OK
F1 | F1-CAM-04 | PACKETS TX 750
F3 | F3-PC-02 | FLOW NORMAL -> F4-PC-06
F5 | F5-HR | HEARTBEAT OK
F3 | F3-PC-06 | FILE READ
F5 | F5-DOMAIN | FILE WRITE
F3 | F3-PRINTER-02 | FILE READ
F2 | F2-PC-10 | SESSION ACTIVE
F4 | F4-PC-03 | SESSION ACTIVE
F2 | F2-PRINTER-01 | SESSION ACTIVE
F5 | F5-CORE-SW | HEARTBEAT OK
F2 | F2-PC-05 | DNS OK
F2 | F2-PC-10 | SYNC OK
F4 | F4-PC-03 | DNS OK
F1 | F1-CAM-02 | FILE WRITE
F5 | F5-BACKUP | PACKETS TX 441
F5 | F5-CORE-SW | PACKETS RX 701
F4 | F4-FILE-01 | LOGIN FAIL user=reception
F5 | F5-HR | HEARTBEAT OK
F4 | F4-DEV-01 | ACCESS OK
F3 | F3-PRINTER-01 | SYNC OK
F5 | F5-FINANCE | ACCESS OK
F3 | F3-PC-09 | PACKETS TX 854
F5 | F5-BADGE | PACKETS TX 154
F2 | F2-PC-01 | SYNC OK
F4 | F4-PC-01 | DNS OK
F2 | F2-PC-01 | LOGIN FAIL user=admin
F4 | F4-BADGE | PACKETS TX 618
F2 | F2-PRINTER-01 | LOGIN FAIL user=admin
F5 | F5-CORE-SW | LOGIN OK user=admin
F2 | F2-PC-02 | AUTH OK user=admin
F5 | F5-DOMAIN | FILE READ
F2 | F2-PRINTER-01 | FILE WRITE
F4 | F4-SW-01 | PACKETS TX 782
F2 | F2-PC-06 | AUTH FAIL user=dev
F5 | F5-HR | FILE WRITE
F3 | F3-PC-06 | PACKETS TX 233
F3 | F3-PC-08 | FILE WRITE
F4 | F4-PC-01 | PACKETS TX 77
F4 | F4-PC-01 | FILE WRITE
F3 | F3-FILE-03 | AUTH FAIL user=dev
F4 | F4-DEV-01 | LOGIN OK user=dev
F4 | F4-FILE-01 | SYNC OK
F1 | F1-RECEPTION-01 | LINK ACTIVE -> F3-BADGE
F4 | F4-BADGE | SESSION ACTIVE
F1 | F1-CAM-04 | AUTH FAIL user=reception
F2 | F2-SWITCH | LINK ACTIVE -> F2-PC-01
F3 | F3-PRINTER-01 | LOGIN FAIL user=staff
F2 | F2-PRINTER-03 | ACCESS OK
F2 | F2-PC-09 | FLOW NORMAL -> F5-DOMAIN
F3 | F3-PC-09 | DNS OK
F3 | F3-FILE-03 | SESSION ACTIVE
F5 | F5-FINANCE | FILE READ
F4 | F4-DEV-02 | LINK ACTIVE -> F5-AUDIT
F3 | F3-PC-06 | FILE WRITE
